instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
489,2012-05-03,2,1,5,0,4,1,2,64.8,67.54497973,78.8,6,764,5657,6421
490,2012-05-04,2,1,5,0,5,1,1,73.5,78.05030148,71.1,7.7,1069,5227,6296
491,2012-05-05,2,1,5,0,6,0,2,71.6,76.1388096,74.7,7.1,2496,4387,6883
492,2012-05-06,2,1,5,0,0,0,2,65.6,67.49131667,75.4,6.6,2135,4224,6359
493,2012-05-07,2,1,5,0,1,1,2,62.8,64.03397946,70,9.3,1008,5265,6273
494,2012-05-08,2,1,5,0,2,1,2,68.2,71.16009514,70.2,12.3,738,4990,5728
495,2012-05-09,2,1,5,0,3,1,2,66.9,69.55833823,76.8,9.3,620,4097,4717
496,2012-05-10,2,1,5,0,4,1,1,61.3,63.05131105,54.1,13.1,1026,5546,6572
497,2012-05-11,2,1,5,0,5,1,1,64,65.53600098,35.8,9.9,1319,5711,7030
498,2012-05-12,2,1,5,0,6,0,1,66.8,69.17250306,48.5,5.1,2622,4807,7429
499,2012-05-13,2,1,5,0,0,0,1,71,74.3073758,57.1,9.5,2172,3946,6118
500,2012-05-14,2,1,5,0,1,1,2,66.4,69.22951664,81.5,8.7,342,2501,2843
501,2012-05-15,2,1,5,0,2,1,2,69.8,74.07019486,83.1,5.5,625,4490,5115
502,2012-05-16,2,1,5,0,3,1,1,73.3,78.30477973,68.3,6,991,6433,7424
503,2012-05-17,2,1,5,0,4,1,1,69,71.49676483,50.9,9.5,1242,6142,7384
504,2012-05-18,2,1,5,0,5,1,1,66.6,68.17653873,51.8,6,1521,6118,7639
505,2012-05-19,2,1,5,0,6,0,1,70,74.0860951,45.8,3.5,3410,4884,8294
506,2012-05-20,2,1,5,0,0,0,1,71.4,75.90750197,56.8,11,2704,4425,7129
507,2012-05-21,2,1,5,0,1,1,2,69.9,73.93656816,80.9,9.3,630,3729,4359
508,2012-05-22,2,1,5,0,2,1,2,70.1,74.22459433,78.8,5.1,819,5254,6073
509,2012-05-23,2,1,5,0,3,1,2,72.8,77.41434935,75.1,5.4,766,4494,5260
510,2012-05-24,2,1,5,0,4,1,1,73.3,79.13548706,76.5,6.7,1059,5711,6770
511,2012-05-25,2,1,5,0,5,1,1,76.2,82.57148275,76.7,5.9,1417,5317,6734
512,2012-05-26,2,1,5,0,6,0,1,77.1,83.07465738,74.9,8.1,2855,3681,6536
513,2012-05-27,2,1,5,0,0,0,1,77.6,83.47663406,70.8,8.7,3283,3308,6591
514,2012-05-28,2,1,5,1,1,0,1,80.3,84.22456941,67.4,8.3,2557,3486,6043
515,2012-05-29,2,1,5,0,2,1,1,79.4,85.24098355,70.2,12.6,880,4863,5743
516,2012-05-30,2,1,5,0,3,1,2,75.4,81.01839677,66.2,5.8,745,6110,6855
517,2012-05-31,2,1,5,0,4,1,1,77.4,83.36699249,47.5,7.8,1100,6238,7338
518,2012-06-01,2,1,6,0,5,1,2,73.6,79.19358644,79,9.5,533,3594,4127
519,2012-06-02,2,1,6,0,6,0,1,68.2,70.25278763,55,8.2,2795,5325,8120
520,2012-06-03,2,1,6,0,0,0,1,70.1,73.43562272,49.1,7.6,2494,5147,7641
521,2012-06-04,2,1,6,0,1,1,1,69.6,71.91288694,49.1,12.6,1071,5927,6998
522,2012-06-05,2,1,6,0,2,1,2,63.2,64.99556107,66.4,9.6,968,6033,7001
523,2012-06-06,2,1,6,0,3,1,1,65.8,67.24087503,61.5,3.6,1027,6028,7055
524,2012-06-07,2,1,6,0,4,1,1,71.2,75.33339655,53.5,7.7,1038,6456,7494
525,2012-06-08,2,1,6,0,5,1,1,74.5,80.89315176,46.4,7.2,1488,6248,7736
526,2012-06-09,2,1,6,0,6,0,1,80.2,87.92675537,43.6,6.5,2708,4790,7498
527,2012-06-10,2,1,6,0,0,0,1,81.3,89.03769926,53.5,5.7,2224,4374,6598
528,2012-06-11,2,1,6,0,1,1,2,80.5,87.95696438,58.4,9,1017,5647,6664
529,2012-06-12,2,1,6,0,2,1,2,74.9,81.84761313,85.7,8.9,477,4495,4972
530,2012-06-13,2,1,6,0,3,1,1,74.5,79.95123438,58.1,14.8,1173,6248,7421
531,2012-06-14,2,1,6,0,4,1,1,73.8,76.63081058,57.3,10.3,1180,6183,7363
532,2012-06-15,2,1,6,0,5,1,1,73.2,78.01035825,58,7.3,1563,6102,7665
533,2012-06-16,2,1,6,0,6,0,1,72.7,77.21804802,49.8,7,2963,4739,7702
534,2012-06-17,2,1,6,0,0,0,1,69.2,71.68320294,60.5,6.3,2634,4344,6978
535,2012-06-18,2,1,6,0,1,1,2,66.1,68.94991814,78.9,7.2,653,4446,5099
536,2012-06-19,2,1,6,0,2,1,1,76.9,80.85146557,70.6,6.1,968,5857,6825
537,2012-06-20,2,1,6,0,3,1,1,86.4,93.77301571,58.6,4.7,872,5339,6211
538,2012-06-21,3,1,6,0,4,1,1,88.3,94.55293379,56.8,5.1,778,5127,5905
539,2012-06-22,3,1,6,0,5,1,1,84.7,90.94370968,58.3,8.6,964,4859,5823
540,2012-06-23,3,1,6,0,6,0,1,81.9,91.79574397,51.7,7.5,2657,4801,7458
541,2012-06-24,3,1,6,0,0,0,1,82.7,91.17282078,48.2,6.3,2551,4340,6891
542,2012-06-25,3,1,6,0,1,1,1,80.3,87.88638941,49.5,12.7,1139,5640,6779
543,2012-06-26,3,1,6,0,2,1,1,72.5,76.90446424,37.3,14.3,1077,6365,7442
544,2012-06-27,3,1,6,0,3,1,1,78.6,85.55584339,36.6,11.3,1077,6258,7335
545,2012-06-28,3,1,6,0,4,1,1,83.5,92.60449037,42.1,7,921,5958,6879
546,2012-06-29,3,1,6,0,5,1,1,87.8,93.1078721,56.5,10.4,829,4634,5463
547,2012-06-30,3,1,6,0,6,0,1,84.9,94.46944617,59.5,5.2,1455,4232,5687
548,2012-07-01,3,1,7,0,0,0,1,88.8,96.51368439,52.5,7.1,1421,4110,5531
549,2012-07-02,3,1,7,0,1,1,1,85.9,95.64324908,46.7,8.2,904,5323,6227
550,2012-07-03,3,1,7,0,2,1,1,85.4,94.90235281,51.7,6.5,1052,5608,6660
551,2012-07-04,3,1,7,1,3,0,1,87.6,94.39783761,53.3,6.7,2562,4841,7403
552,2012-07-05,3,1,7,0,4,1,1,90.3,98.14353656,45.8,8.2,1405,4836,6241
553,2012-07-06,3,1,7,0,5,1,1,90.3,99.39560112,44.1,6.3,1366,4841,6207
554,2012-07-07,3,1,7,0,6,0,1,93.2,99.77148387,49.6,7,1448,3392,4840
555,2012-07-08,3,1,7,0,0,0,1,89.2,92.82309121,58.8,6.2,1203,3469,4672
556,2012-07-09,3,1,7,0,1,1,2,79.2,86.0754213,72.4,7.7,998,5571,6569
557,2012-07-10,3,1,7,0,2,1,2,78.7,85.33378224,70.8,9.2,954,5336,6290
558,2012-07-11,3,1,7,0,3,1,1,80.3,88.49904132,62.1,6.3,975,6289,7264
559,2012-07-12,3,1,7,0,4,1,1,80.2,87.69099946,52.7,6,1032,6414,7446
560,2012-07-13,3,1,7,0,5,1,2,81.6,89.38625162,48.5,3.7,1511,5988,7499
561,2012-07-14,3,1,7,0,6,0,2,79.3,83.73992466,70.1,5.6,2355,4614,6969
562,2012-07-15,3,1,7,0,0,0,1,83.2,87.9944095,70.5,7.3,1920,4111,6031
563,2012-07-16,3,1,7,0,1,1,1,86,90.65649991,59.8,7.9,1088,5742,6830
564,2012-07-17,3,1,7,0,2,1,1,89.4,96.81171894,50,5.6,921,5865,6786
565,2012-07-18,3,1,7,0,3,1,1,87.7,93.31664496,56.4,8.4,799,4914,5713
566,2012-07-19,3,1,7,0,4,1,1,83.3,89.75263139,65.6,10.4,888,5703,6591
567,2012-07-20,3,1,7,0,5,1,2,76,82.54689124,84,9.1,747,5123,5870
568,2012-07-21,3,1,7,0,6,0,3,69.5,75.30367313,87.6,8.7,1264,3195,4459
569,2012-07-22,3,1,7,0,0,0,2,74.8,80.12678034,78.1,3.7,2544,4866,7410
570,2012-07-23,3,1,7,0,1,1,1,81.7,87.81550875,71.4,6,1135,5831,6966
571,2012-07-24,3,1,7,0,2,1,1,83.3,88.53335537,64.3,9.2,1140,6452,7592
572,2012-07-25,3,1,7,0,3,1,1,80.7,89.35084397,44.7,7.6,1383,6790,8173
573,2012-07-26,3,1,7,0,4,1,1,85.5,89.82598683,60.2,11.1,1036,5825,6861
574,2012-07-27,3,1,7,0,5,1,1,85.8,91.34496831,59.7,6.7,1259,5645,6904
575,2012-07-28,3,1,7,0,6,0,1,84,91.01147929,59.9,9.1,2234,4451,6685
576,2012-07-29,3,1,7,0,0,0,1,80.8,87.30021364,61.8,7.5,2153,4444,6597
577,2012-07-30,3,1,7,0,1,1,1,81.1,86.5280017,67.3,6.6,1040,6065,7105
578,2012-07-31,3,1,7,0,2,1,1,80.9,87.05534458,67.5,7.2,968,6248,7216
579,2012-08-01,3,1,8,0,3,1,1,80.5,86.55485923,67.6,6.3,1074,6506,7580
580,2012-08-02,3,1,8,0,4,1,1,84.1,89.50123606,64.2,5.5,983,6278,7261
581,2012-08-03,3,1,8,0,5,1,2,84.7,89.7344257,63.7,8.9,1328,5847,7175
582,2012-08-04,3,1,8,0,6,0,1,86.9,91.7658272,61.8,10.6,2345,4479,6824
583,2012-08-05,3,1,8,0,0,0,1,84.9,89.3231488,64.3,12.3,1707,3757,5464
584,2012-08-06,3,1,8,0,1,1,2,83.3,88.25568887,65.4,6.2,1233,5780,7013
585,2012-08-07,3,1,8,0,2,1,2,81.8,86.28057269,70.2,5,1278,5995,7273
586,2012-08-08,3,1,8,0,3,1,2,83.3,88.27681121,66.6,4.7,1263,6271,7534
587,2012-08-09,3,1,8,0,4,1,1,84.5,91.30401439,59.9,7.8,1196,6090,7286
588,2012-08-10,3,1,8,0,5,1,2,78.8,84.44990793,74.9,9.5,1065,4721,5786
589,2012-08-11,3,1,8,0,6,0,2,78.3,84.9530839,74,9.1,2247,4052,6299
590,2012-08-12,3,1,8,0,0,0,1,78.8,85.67707046,53.9,5.2,2182,4362,6544
591,2012-08-13,3,1,8,0,1,1,1,80.6,87.72939054,54.7,5.7,1207,5676,6883
592,2012-08-14,3,1,8,0,2,1,1,80.5,86.43396663,69.5,6.6,1128,5656,6784
593,2012-08-15,3,1,8,0,3,1,1,79.5,85.89732156,61.7,7.3,1198,6149,7347
594,2012-08-16,3,1,8,0,4,1,1,80.7,88.64799248,51.1,6.4,1338,6267,7605
595,2012-08-17,3,1,8,0,5,1,1,80.5,87.8354,58.5,9.6,1483,5665,7148
596,2012-08-18,3,1,8,0,6,0,1,76.3,83.73925957,63.5,7.4,2827,5038,7865
597,2012-08-19,3,1,8,0,0,0,2,73,76.90415274,72.5,3.6,1208,3341,4549
598,2012-08-20,3,1,8,0,1,1,2,72.8,77.66980789,74.4,5.4,1026,5504,6530
599,2012-08-21,3,1,8,0,2,1,1,73.8,79.71136741,67.8,4.1,1081,5925,7006
600,2012-08-22,3,1,8,0,3,1,1,76.1,81.68597452,66.3,5.1,1094,6281,7375
601,2012-08-23,3,1,8,0,4,1,1,78.5,85.74914365,63.6,3.3,1363,6402,7765
602,2012-08-24,3,1,8,0,5,1,2,79.2,85.98052851,61.1,3,1325,6257,7582
603,2012-08-25,3,1,8,0,6,0,2,75.7,80.95767857,70.7,10.4,1829,4224,6053
604,2012-08-26,3,1,8,0,0,0,2,74.3,81.44793237,84.8,9.4,1483,3772,5255
605,2012-08-27,3,1,8,0,1,1,1,77.8,83.58073983,75.8,4.6,989,5928,6917
606,2012-08-28,3,1,8,0,2,1,1,80.9,88.46503971,63.5,7.9,935,6105,7040
607,2012-08-29,3,1,8,0,3,1,1,77.4,83.39821906,55.3,4.8,1177,6520,7697
608,2012-08-30,3,1,8,0,4,1,1,79,85.52158234,59.5,3.4,1172,6541,7713
609,2012-08-31,3,1,8,0,5,1,1,84.8,93.99675312,57.7,7.2,1433,5917,7350
610,2012-09-01,3,1,9,0,6,0,2,82.1,88.02147188,67.3,6.1,2352,3788,6140
611,2012-09-02,3,1,9,0,0,0,2,78.8,84.58761109,80.2,2.9,2613,3197,5810
612,2012-09-03,3,1,9,1,1,0,1,79.7,85.22563249,78.4,6.3,1965,4069,6034
613,2012-09-04,3,1,9,0,2,1,1,80.5,85.06416839,77.1,9,867,5997,6864
614,2012-09-05,3,1,9,0,3,1,1,81.9,85.09798867,74,8.5,832,6280,7112
615,2012-09-06,3,1,9,0,4,1,2,78.5,83.45176163,81.2,6,611,5592,6203
616,2012-09-07,3,1,9,0,5,1,1,79.4,84.97306803,72.1,7.2,1045,6459,7504
617,2012-09-08,3,1,9,0,6,0,2,75.3,81.22004497,80.3,13.7,1557,4419,5976
618,2012-09-09,3,1,9,0,0,0,1,70.7,74.49496912,55.3,9.3,2570,5657,8227
619,2012-09-10,3,1,9,0,1,1,1,68.2,70.33152881,50.2,11,1118,6407,7525
620,2012-09-11,3,1,9,0,2,1,1,67.8,70.6387608,51.8,4.3,1070,6697,7767
621,2012-09-12,3,1,9,0,3,1,1,69.5,73.04671578,58.1,5.5,1050,6820,7870
622,2012-09-13,3,1,9,0,4,1,1,71,75.0356306,63.2,3.7,1054,6750,7804
623,2012-09-14,3,1,9,0,5,1,1,72.9,77.71637246,66.9,4.6,1379,6630,8009
624,2012-09-15,3,1,9,0,6,0,1,70.8,73.51493837,49.8,10.3,3160,5554,8714
625,2012-09-16,3,1,9,0,0,0,1,67.9,69.93473918,56.7,4.2,2166,5167,7333
626,2012-09-17,3,1,9,0,1,1,2,69.3,72.78135232,73.4,7,1022,5847,6869
627,2012-09-18,3,1,9,0,2,1,2,72.1,79.53447874,86.7,15.2,371,3702,4073
628,2012-09-19,3,1,9,0,3,1,1,65.5,66.96610314,53.5,9.2,788,6803,7591
629,2012-09-20,3,1,9,0,4,1,1,65.1,66.87064387,61.8,5.1,939,6781,7720
630,2012-09-21,3,1,9,0,5,1,1,69.5,72.80457663,67.1,6.3,1250,6917,8167
631,2012-09-22,3,1,9,0,6,0,1,75.4,80.28003826,62,12,2512,5883,8395
632,2012-09-23,4,1,9,0,0,0,1,63.2,64.4463821,46.8,9.3,2454,5453,7907
633,2012-09-24,4,1,9,0,1,1,1,62,63.43786927,49.4,6.8,1001,6435,7436
634,2012-09-25,4,1,9,0,2,1,1,65.2,65.89743448,57.3,9.9,845,6693,7538
635,2012-09-26,4,1,9,0,3,1,1,73.4,78.12266913,63.1,10.6,787,6946,7733
636,2012-09-27,4,1,9,0,4,1,2,73.9,79.0081829,69.9,6,751,6642,7393
637,2012-09-28,4,1,9,0,5,1,2,71.4,75.45880829,68.6,6.7,1045,6370,7415
638,2012-09-29,4,1,9,0,6,0,1,64.3,65.77977205,55.6,9.1,2589,5966,8555
639,2012-09-30,4,1,9,0,0,0,1,63.2,64.29927269,57.9,6.5,2015,4874,6889
640,2012-10-01,4,1,10,0,1,1,2,62.7,63.78169746,65.1,3.9,763,6015,6778
641,2012-10-02,4,1,10,0,2,1,3,69.6,75.82422017,89.5,4.7,315,4324,4639
642,2012-10-03,4,1,10,0,3,1,2,74,81.20901369,83,2.9,728,6844,7572
643,2012-10-04,4,1,10,0,4,1,2,74.7,80.78498294,73.3,5,891,6437,7328
644,2012-10-05,4,1,10,0,5,1,1,71.3,75.57821875,62.5,4.6,1516,6640,8156
645,2012-10-06,4,1,10,0,6,0,1,65.6,67.50591936,66.1,11.1,3031,4934,7965
646,2012-10-07,4,1,10,0,0,0,2,52.9,52.39848623,73.2,6.3,781,2729,3510
647,2012-10-08,4,1,10,1,1,0,2,50.1,49.54743788,71.8,7.9,874,4604,5478
648,2012-10-09,4,1,10,0,2,1,2,55,56.07398336,77.1,8.1,601,5791,6392
649,2012-10-10,4,1,10,0,3,1,1,60.8,62.13226803,69.6,6.5,780,6911,7691
650,2012-10-11,4,1,10,0,4,1,1,55.2,55.69071845,45.6,8.1,834,6736,7570
651,2012-10-12,4,1,10,0,5,1,1,55.3,55.86555091,54,9.8,1060,6222,7282
652,2012-10-13,4,1,10,0,6,0,1,51,51.25239655,50,6.8,2252,4857,7109
653,2012-10-14,4,1,10,0,0,0,1,62.9,64.56630467,63.6,11.5,2080,4559,6639
654,2012-10-15,4,1,10,0,1,1,2,67,69.79818047,71.6,11.7,760,5115,5875
655,2012-10-16,4,1,10,0,2,1,1,57.9,58.84065545,55.8,7.5,922,6612,7534
656,2012-10-17,4,1,10,0,3,1,1,57.2,57.9275365,68.3,4.2,979,6482,7461
657,2012-10-18,4,1,10,0,4,1,2,62.5,63.70397464,72.8,9.8,1008,6501,7509
658,2012-10-19,4,1,10,0,5,1,2,66.7,69.85423037,82.1,5.8,753,4671,5424
659,2012-10-20,4,1,10,0,6,0,1,59.5,60.92507962,57.2,5.5,2806,5284,8090
660,2012-10-21,4,1,10,0,0,0,1,57.6,58.57651289,51.1,6.9,2132,4692,6824
661,2012-10-22,4,1,10,0,1,1,1,60.1,60.66722298,55.3,3.7,830,6228,7058
662,2012-10-23,4,1,10,0,2,1,1,65.7,67.41750373,62.9,3.8,841,6625,7466
663,2012-10-24,4,1,10,0,3,1,1,68.8,72.3437995,63.4,3,795,6898,7693
664,2012-10-25,4,1,10,0,4,1,2,64.8,67.28489224,81.4,5.8,875,6484,7359
665,2012-10-26,4,1,10,0,5,1,2,64.8,67.66136471,81.4,5.8,1182,6262,7444
666,2012-10-27,4,1,10,0,6,0,2,63.2,65.0239841,72.2,9.9,2643,5209,7852
667,2012-10-28,4,1,10,0,0,0,2,58.5,59.71672036,69.3,16.8,998,3461,4459
668,2012-10-29,4,1,10,0,1,1,3,51,51.06964042,84.5,25.1,2,20,22
669,2012-10-30,4,1,10,0,2,1,2,43.3,44.4558906,85.6,13.2,87,1009,1096
670,2012-10-31,4,1,10,0,3,1,2,47.9,47.42245915,68.7,6.8,419,5147,5566
671,2012-11-01,4,1,11,0,4,1,2,48.8,48.25797125,57.8,6.4,466,5520,5986
672,2012-11-02,4,1,11,0,5,1,1,47.8,47.66010752,52.2,11.5,618,5229,5847
673,2012-11-03,4,1,11,0,6,0,2,46.7,49.51011005,50,11.4,1029,4109,5138
674,2012-11-04,4,1,11,0,0,0,1,44.9,44.39518872,54.1,7.7,1201,3906,5107
675,2012-11-05,4,1,11,0,1,1,1,44.3,45.89498693,49.6,9.7,378,4881,5259
676,2012-11-06,4,1,11,0,2,1,1,41.2,41.09259821,57.3,7.5,466,5220,5686
677,2012-11-07,4,1,11,0,3,1,2,42.2,45.4595701,55.7,12.7,326,4709,5035
678,2012-11-08,4,1,11,0,4,1,1,47.2,48.61962672,34.6,14.9,340,4975,5315
679,2012-11-09,4,1,11,0,5,1,1,48.3,49.14990757,55.8,8.6,709,5283,5992
680,2012-11-10,4,1,11,0,6,0,1,50.9,50.28367556,64.9,2.4,2090,4446,6536
681,2012-11-11,4,1,11,0,0,0,1,54,53.88731673,66,5.4,2290,4562,6852
682,2012-11-12,4,1,11,1,1,0,1,60,61.21380024,74.3,7.7,1097,5172,6269
683,2012-11-13,4,1,11,0,2,1,2,46.1,48.96790564,69.9,14.3,327,3767,4094
684,2012-11-14,4,1,11,0,3,1,1,41.8,42.92886707,56,8.1,373,5122,5495
685,2012-11-15,4,1,11,0,4,1,2,44.8,44.40997498,61.9,6.4,320,5125,5445
686,2012-11-16,4,1,11,0,5,1,1,46.7,46.40355526,52.7,7.2,484,5214,5698
687,2012-11-17,4,1,11,0,6,0,1,45.2,45.00847164,54.9,7.5,1313,4316,5629
688,2012-11-18,4,1,11,0,0,0,1,46.8,47.45874118,69.7,9.6,922,3747,4669
689,2012-11-19,4,1,11,0,1,1,2,49.9,50.59239686,62.9,9.4,449,5050,5499
690,2012-11-20,4,1,11,0,2,1,2,49.4,48.5564806,69.2,3.4,534,5100,5634
691,2012-11-21,4,1,11,0,3,1,1,47.6,46.09213356,61.3,4.5,615,4531,5146
692,2012-11-22,4,1,11,1,4,0,1,46.3,44.92951757,58.4,2.2,955,1470,2425
693,2012-11-23,4,1,11,0,5,1,1,49.5,48.13488472,55.9,6.7,1603,2307,3910
694,2012-11-24,4,1,11,0,6,0,1,40.3,45.09419358,41.1,15.4,532,1745,2277
695,2012-11-25,4,1,11,0,0,0,1,37.7,35.98026306,48.8,6.1,309,2115,2424
696,2012-11-26,4,1,11,0,1,1,1,44.4,41.0378202,53.6,2.1,337,4750,5087
697,2012-11-27,4,1,11,0,2,1,2,41.9,43.4043689,80.1,10.3,123,3836,3959
698,2012-11-28,4,1,11,0,3,1,1,42.5,43.51277083,49.8,8.5,198,5062,5260
699,2012-11-29,4,1,11,0,4,1,1,40.6,38.21206882,57.5,4.6,243,5080,5323
700,2012-11-30,4,1,11,0,5,1,1,42.8,39.42560496,65.8,2.1,362,5306,5668
701,2012-12-01,4,1,12,0,6,0,2,42.3,39.82116319,81.9,3.3,951,4240,5191
702,2012-12-02,4,1,12,0,0,0,2,44.9,43.43653259,85,4.3,892,3757,4649
703,2012-12-03,4,1,12,0,1,1,1,56.5,56.09143125,76.8,3.4,555,5679,6234
704,2012-12-04,4,1,12,0,2,1,1,59,59.85269713,72.3,7.5,551,6055,6606
705,2012-12-05,4,1,12,0,3,1,1,54.5,55.81420264,48.8,13.5,331,5398,5729
706,2012-12-06,4,1,12,0,4,1,1,38.6,38.24554926,52.7,7.3,340,5035,5375
707,2012-12-07,4,1,12,0,5,1,2,45.5,45.34101187,77.2,5.8,349,4659,5008
708,2012-12-08,4,1,12,0,6,0,2,49.8,48.79749992,92.6,4.2,1153,4429,5582
709,2012-12-09,4,1,12,0,0,0,2,49.9,49.13528089,92,5.8,441,2787,3228
710,2012-12-10,4,1,12,0,1,1,2,54.8,54.83245916,94,7.2,329,4841,5170
711,2012-12-11,4,1,12,0,2,1,2,48.2,50.33248493,59.6,12.7,282,5219,5501
712,2012-12-12,4,1,12,0,3,1,2,42.6,42.62320995,54.2,7.2,310,5009,5319
713,2012-12-13,4,1,12,0,4,1,1,42.3,42.53652732,49.5,7,425,5107,5532
714,2012-12-14,4,1,12,0,5,1,1,41.3,39.541684,64.9,5.3,429,5182,5611
715,2012-12-15,4,1,12,0,6,0,1,45.2,43.30107718,64.3,4.4,767,4280,5047
716,2012-12-16,4,1,12,0,0,0,2,48.3,47.32887673,85.3,3.7,538,3248,3786
717,2012-12-17,4,1,12,0,1,1,2,51.6,50.55039303,91.8,5,212,4373,4585
718,2012-12-18,4,1,12,0,2,1,1,52.7,52.84470672,68.9,9.1,433,5124,5557
719,2012-12-19,4,1,12,0,3,1,1,45.9,44.60387185,62.6,7.9,333,4934,5267
720,2012-12-20,4,1,12,0,4,1,2,46.1,45.38254325,70.5,6.8,314,3814,4128
721,2012-12-21,1,1,12,0,5,1,2,47.1,50.98640905,60.9,16,221,3402,3623
722,2012-12-22,1,1,12,0,6,0,1,40,45.03487737,44.3,16.6,205,1544,1749
723,2012-12-23,1,1,12,0,0,0,1,38,36.00269009,53.4,5.1,408,1379,1787
724,2012-12-24,1,1,12,0,1,1,2,36.9,32.96685052,81.2,3.8,174,746,920
725,2012-12-25,1,1,12,1,2,0,2,40.2,39.76846416,79.5,6.1,440,573,1013
726,2012-12-26,1,1,12,0,3,1,3,37,40.86233565,86.6,14.1,9,432,441
727,2012-12-27,1,1,12,0,4,1,2,38.5,43.17571103,69.5,14.7,247,1867,2114
728,2012-12-28,1,1,12,0,5,1,2,38.7,38.44007395,59.5,6.5,644,2451,3095
729,2012-12-29,1,1,12,0,6,0,2,37.5,39.19136757,81.3,4.3,159,1182,1341
730,2012-12-30,1,1,12,0,0,0,1,38.2,42.17876823,47.4,15,364,1432,1796
731,2012-12-31,1,1,12,0,1,1,2,35.7,34.47734365,57.6,6.6,439,2290,2729
